Gene ID	Gene Name	ERR1736465	ERR1736466	ERR1736467	ERR1736468	ERR1736469	ERR1736470
ENSG00000241582	RPL23AP8	0	0	0	0	0	0
ENSG00000241587	RN7SL482P	0	0	0	0	0	0
ENSG00000241588	RN7SL484P	0	0	0	0	0	0
ENSG00000241590	RPL17P37	0	0	0	0	0	0
ENSG00000241592		0	0	0	0	0	0
ENSG00000241593		0	0	0	0	0	0
ENSG00000241595	KRTAP9-4	0	15	0	1	0	0
ENSG00000241596		0	0	0	0	0	0
ENSG00000241597		0	0	0	0	0	0
ENSG00000241598	KRTAP5-4	1	56	0	1	0	0
ENSG00000241599		0	0	0	0	0	0
ENSG00000241604	RN7SL340P	0	0	0	0	0	0
ENSG00000241607		0	0	0	0	0	0
ENSG00000241612		0	8	5	1	0	0
ENSG00000241613	RN7SL618P	0	0	0	0	0	0
ENSG00000241621	GOLGA2P6	0	0	0	0	0	0
ENSG00000241622	RARRES2P1	0	0	0	0	0	0
ENSG00000241625	RN7SL18P	0	0	0	0	0	0
ENSG00000241627	UBQLN4P1	10	17	3	9	7	6
ENSG00000241631	RN7SL316P	0	0	0	0	0	0
ENSG00000241634		0	0	0	0	0	0
ENSG00000241635	UGT1A1	0	0	0	0	0	0
ENSG00000241636	LINC01323	0	0	0	0	0	0
ENSG00000241640		0	0	0	0	0	0
ENSG00000241641	RPS23P6	0	0	0	0	0	0
ENSG00000241644	INMT	0	2	0	1	0	4
ENSG00000241648	CADM2-AS2	0	0	0	0	0	0
ENSG00000241651		0	0	0	0	0	0
ENSG00000241652	RN7SL253P	0	0	0	0	0	0
ENSG00000241654	RPL19P18	0	0	0	0	0	0
ENSG00000241656	UBA52P7	0	0	0	0	0	0
ENSG00000241657	TRBV11-2	0	0	0	0	0	0
ENSG00000241661	PPP1R2P6	0	0	0	0	0	0
ENSG00000241665	RN7SL418P	0	0	0	0	0	0
ENSG00000241666		0	0	0	0	0	0
ENSG00000241667		0	0	0	0	0	0
ENSG00000241668	RPL19P11	0	0	0	0	0	0
ENSG00000241669	LINC01327	0	0	0	0	0	0
ENSG00000241671		0	0	0	0	0	0
ENSG00000241673	RPS27P12	0	0	0	0	0	0
ENSG00000241678		0	0	0	0	0	0
ENSG00000241679		0	0	0	0	0	0
ENSG00000241680	RPL31P49	0	0	0	0	0	0
ENSG00000241684	ADAMTS9-AS2	0	0	0	0	0	0
ENSG00000241685	ARPC1A	0	0	0	1	0	0
ENSG00000241690		0	0	0	0	0	0
ENSG00000241693	RN7SL704P	0	0	0	0	0	0
ENSG00000241695	GM2AP1	0	0	0	0	0	0
ENSG00000241696	LINC02053	0	0	0	0	0	0
ENSG00000241697	TMEFF1	0	0	0	0	0	0
ENSG00000241709	RN7SL265P	0	0	0	0	0	0
ENSG00000241717	VWFP1	0	0	0	0	0	0
ENSG00000241720		0	0	0	0	0	0
ENSG00000241721	SUMO1P1	0	24	0	0	0	0
ENSG00000241722		0	1	0	0	0	0
ENSG00000241723		0	0	0	0	0	0
ENSG00000241728		0	0	0	0	0	0
ENSG00000241735	FABP5P3	0	0	0	0	0	0
ENSG00000241738	ZNF90P1	0	0	1	0	0	0
ENSG00000241739		1	0	0	1	0	0
ENSG00000241741	RPL7AP30	2	61	7	2	6	10
ENSG00000241743	XACT	86	1227	77	184	126	133
ENSG00000241744		0	0	0	0	0	0
ENSG00000241745	RN7SL788P	0	0	0	0	0	0
ENSG00000241746		0	29	0	0	0	1
ENSG00000241749	RPSAP52	12	23	10	59	63	66
ENSG00000241754		0	0	0	0	0	0
ENSG00000241755	IGKV1-9	0	0	0	0	0	0
ENSG00000241756	RN7SL83P	0	0	0	0	0	0
ENSG00000241757	RN7SL714P	0	0	0	0	0	0
ENSG00000241764		0	0	0	0	0	0
ENSG00000241765	RPS26P45	0	0	0	0	0	0
ENSG00000241767	LINC01324	0	0	0	0	0	0
ENSG00000241769	LINC00893	0	0	0	0	0	0
ENSG00000241770		0	0	0	0	0	0
ENSG00000241772		0	0	0	0	0	0
ENSG00000241776		0	0	0	0	0	0
ENSG00000241777		0	0	0	0	0	0
ENSG00000241782		0	0	0	0	0	0
ENSG00000241785	RN7SL390P	0	0	0	0	0	0
ENSG00000241787	MTND4P16	0	0	0	0	0	0
ENSG00000241788	COX6B1P2	0	0	0	0	0	0
ENSG00000241789	RN7SL504P	0	0	0	0	0	0
ENSG00000241790	ENO1P4	0	0	0	0	0	0
ENSG00000241791	RN7SL817P	0	0	0	0	0	0
ENSG00000241792		0	0	0	0	0	0
ENSG00000241794	SPRR2A	0	0	0	0	0	0
ENSG00000241804		0	0	0	0	0	0
ENSG00000241807	RN7SL319P	0	0	0	0	0	0
ENSG00000241808	RPS15AP34	0	0	0	0	0	0
ENSG00000241809		0	0	0	0	0	0
ENSG00000241810	HMGN2P13	0	10	0	0	0	0
ENSG00000241815		0	0	0	0	0	0
ENSG00000241818	SCG5-AS1	0	0	0	0	0	0
ENSG00000241821	RN7SL170P	0	0	0	0	0	0
ENSG00000241825	RPL7P42	1	0	0	0	0	0
ENSG00000241828		0	0	0	0	0	0
ENSG00000241829	RPL21P54	0	0	0	0	0	0
ENSG00000241832	CECR3	0	0	0	0	0	0
ENSG00000241834	RN7SL149P	0	0	0	0	0	0
ENSG00000241837	ATP5PO	946	1847	781	2281	1754	2054
ENSG00000241838		0	0	0	0	0	0
ENSG00000241839	PLEKHO2	0	0	0	0	0	0
ENSG00000241846		0	0	0	0	0	0
ENSG00000241852	C8orf58	23	38	19	81	81	83
ENSG00000241853		0	0	0	0	0	0
ENSG00000241859	ANOS2P	0	0	0	0	0	0
ENSG00000241860		1	4	0	3	1	4
ENSG00000241861	GAPDHP50	0	0	0	0	0	0
ENSG00000241866	RN7SL401P	0	0	0	0	0	0
ENSG00000241868	RN7SL434P	0	0	0	0	0	0
ENSG00000241869	RN7SL363P	0	0	0	0	0	0
ENSG00000241870		0	0	0	0	0	0
ENSG00000241874	TOMM22P6	0	0	0	0	0	0
ENSG00000241877		0	0	0	0	0	0
ENSG00000241878	PISD	23	45	18	59	35	61
ENSG00000241879	KLF3P2	0	0	0	0	0	0
ENSG00000241881		0	0	0	0	0	0
ENSG00000241882		0	0	0	0	0	0
ENSG00000241884		0	0	0	0	0	0
ENSG00000241886		0	0	0	0	0	0
ENSG00000241888	RPSAP37	0	0	0	0	0	0
ENSG00000241889		8	46	5	2	5	6
ENSG00000241890	RPL13P4	0	0	0	0	0	0
ENSG00000241891	RPL9P6	0	0	0	0	0	0
ENSG00000241899	TPT1P3	0	0	0	0	0	0
ENSG00000241905	NDUFS6P1	0	0	0	0	0	0
ENSG00000241907	RPS20P4	0	0	0	0	0	0
ENSG00000241911	TRBVB	0	0	0	0	0	0
ENSG00000241912		0	0	0	0	0	0
ENSG00000241913	RPS29P21	0	0	0	0	0	0
ENSG00000241917		0	0	0	0	0	0
ENSG00000241921		0	0	0	0	0	0
ENSG00000241923	RPL14P3	0	0	0	0	0	0
ENSG00000241926	MTCO1P55	0	0	0	0	0	0
ENSG00000241929		0	1	0	0	0	0
ENSG00000241932	RPL35AP34	0	0	0	0	0	0
ENSG00000241933	DENND6A-DT	0	0	0	0	0	0
ENSG00000241935	HOGA1	2	7	2	1	2	3
ENSG00000241939	RN7SL517P	0	0	0	0	0	0
ENSG00000241941	RPL32P26	0	0	0	0	0	0
ENSG00000241942	RPS20P20	0	0	0	0	0	0
ENSG00000241943	RN7SL188P	0	0	0	0	0	0
ENSG00000241945	PWP2	0	0	0	1	0	0
ENSG00000241946		0	0	0	0	0	0
ENSG00000241947	HNRNPA1P24	0	0	0	0	0	0
ENSG00000241950	RPL29P23	0	0	0	0	0	0
ENSG00000241954		0	0	0	0	0	0
ENSG00000241956		0	1	0	0	0	0
ENSG00000241959	RN7SL76P	0	0	0	0	0	0
ENSG00000241961		0	0	0	0	0	0
ENSG00000241962		0	0	0	0	0	0
ENSG00000241963	RN7SL655P	0	0	0	0	0	0
ENSG00000241964	RN7SL135P	0	0	0	0	0	0
ENSG00000241965	RPS2P25	0	0	0	0	0	0
ENSG00000241973	PI4KA	726	1300	544	927	812	852
ENSG00000241975	ELOCP19	1	25	2	4	8	5
ENSG00000241981		0	0	0	0	0	0
ENSG00000241983	RN7SL566P	0	0	0	0	0	0
ENSG00000241984	RPL7AP2	1	0	0	0	0	0
ENSG00000241985	WWTR1-IT1	0	3	1	4	3	5
ENSG00000241990	PRR34-AS1	102	198	76	173	154	166
ENSG00000241991		0	0	0	0	0	0
ENSG00000241992	RN7SL831P	0	0	0	0	0	0
ENSG00000241993	RPL38P1	0	0	0	0	0	0
ENSG00000241997	RN7SL323P	0	0	0	0	0	0
ENSG00000242001		0	0	0	0	0	0
ENSG00000242009		0	0	0	0	0	0
ENSG00000242012		0	0	0	0	0	0
ENSG00000242014	RN7SL26P	0	0	0	0	0	0
ENSG00000242017	ALG1L15P	0	0	0	0	0	0
ENSG00000242019	KIR3DL3	0	0	0	0	0	0
ENSG00000242020	RN7SL68P	0	0	0	0	0	0
ENSG00000242021		0	1	0	2	0	0
ENSG00000242028	HYPK	6	27	8	13	16	25
ENSG00000242029		0	0	0	0	0	0
ENSG00000242034		0	0	0	0	0	0
ENSG00000242036		0	0	0	0	0	0
ENSG00000242041	RPL35AP28	0	0	0	0	0	0
ENSG00000242042	LINC01743	0	0	0	0	0	0
ENSG00000242048		0	0	0	0	0	0
ENSG00000242049	DNAJB8-AS1	0	0	0	0	0	0
ENSG00000242052	RPL10P7	0	0	0	0	0	0
ENSG00000242058	RPS4XP19	0	0	0	0	0	0
ENSG00000242060	RPS3AP49	0	0	0	0	0	0
ENSG00000242061		0	5	0	0	0	0
ENSG00000242062	MARK2P6	0	0	0	0	0	0
ENSG00000242065	RN7SL291P	0	0	0	0	0	0
ENSG00000242066	RN7SL214P	0	0	0	0	0	0
ENSG00000242067	RPL9P28	0	0	0	0	0	0
ENSG00000242068		0	0	0	0	0	0
ENSG00000242070	NPM1P17	0	0	0	0	0	0
ENSG00000242071	RPL7AP6	11	83	7	3	10	5
ENSG00000242072		0	0	0	0	0	0
ENSG00000242073		0	0	0	0	0	0
ENSG00000242076	IGKV1-33	0	0	0	0	0	0
ENSG00000242078		0	0	0	0	0	0
ENSG00000242079	RN7SL318P	0	0	0	0	0	0
ENSG00000242080		0	0	0	0	0	0
ENSG00000242082	SLC5A4-AS1	0	0	0	0	0	0
ENSG00000242083	RPL7AP31	0	0	0	0	0	0
ENSG00000242085	RPS20P33	0	0	0	0	0	0
ENSG00000242086	MUC20-OT1	2	6	0	5	4	8
ENSG00000242087	RPL36AP41	0	0	0	0	0	0
ENSG00000242088		0	4	0	0	0	0
ENSG00000242094	FOXP1-IT1	0	0	0	0	0	0
ENSG00000242097		0	0	0	0	0	0
ENSG00000242100	RPL9P32	0	0	0	0	0	0
ENSG00000242101	RN7SL416P	0	0	0	0	0	0
ENSG00000242102	RN7SL152P	0	0	0	0	0	0
ENSG00000242103		0	0	0	0	0	0
ENSG00000242104	LINC02618	0	0	0	0	0	0
ENSG00000242107	LINC01100	0	0	0	0	0	0
ENSG00000242109	NPM1P23	0	0	0	0	0	0
ENSG00000242110	AMACR	0	0	0	0	0	0
ENSG00000242111	TOPORSLP	0	0	0	0	0	0
ENSG00000242113	RN7SL124P	0	0	0	0	0	0
ENSG00000242114	MTFP1	0	0	0	0	0	0
ENSG00000242118	RN7SL201P	0	0	0	0	0	0
ENSG00000242119		0	0	0	0	0	0
ENSG00000242120	MDFIC2	0	0	0	0	0	0
ENSG00000242121	RN7SL267P	0	0	0	0	0	0
ENSG00000242123		0	0	0	0	0	0
ENSG00000242125	SNHG3	16	11	4	28	20	26
ENSG00000242134	RPL5P13	0	0	0	0	0	0
ENSG00000242135	RPL17P2	0	0	0	0	0	0
ENSG00000242136		0	0	0	0	0	0
ENSG00000242137	RPL11P5	0	0	0	0	0	0
ENSG00000242140		0	0	0	0	0	0
ENSG00000242142	SERBP1P3	0	0	0	0	0	0
ENSG00000242145		0	0	0	0	0	0
ENSG00000242147	LASTR	0	0	0	0	0	0
ENSG00000242151	DYNLL1P5	0	0	0	0	0	0
ENSG00000242152		0	0	0	0	0	0
ENSG00000242153	OFD1P6Y	0	0	0	0	0	0
ENSG00000242154		0	0	0	0	0	0
ENSG00000242156		0	0	0	0	0	0
ENSG00000242158	RN7SL361P	0	0	0	0	0	0
ENSG00000242159	ABCF2P1	0	27	0	0	0	0
ENSG00000242162		0	0	0	0	0	0
ENSG00000242163		0	0	0	0	0	0
ENSG00000242165	RN7SL222P	0	0	0	0	0	0
ENSG00000242169		0	0	0	0	0	0
ENSG00000242170	RN7SL329P	0	0	0	0	0	0
ENSG00000242173	ARHGDIG	0	0	0	0	0	0
ENSG00000242175	RN7SL127P	0	0	0	0	0	0
ENSG00000242176	RPL39P31	0	0	0	0	0	0
ENSG00000242178	MTND4P17	0	0	0	0	0	0
ENSG00000242182	RN7SL745P	0	0	0	0	0	0
ENSG00000242186		0	0	0	0	0	0
ENSG00000242190		0	0	0	0	0	0
ENSG00000242193	CRYZL2P	0	0	0	0	0	0
ENSG00000242195	SRRM1P2	0	0	0	0	0	0
ENSG00000242197		0	0	0	0	0	0
ENSG00000242198		0	0	0	0	0	0
ENSG00000242199		0	0	0	0	0	0
ENSG00000242201	RN7SL215P	0	0	0	0	0	0
ENSG00000242206	RPS26P35	0	15	0	0	0	0
ENSG00000242207	HOXB-AS4	0	0	0	0	0	0
ENSG00000242208	RPL5P29	0	0	0	0	0	0
ENSG00000242209	RPL32P12	0	0	0	0	0	0
ENSG00000242214	MTND3P6	0	0	0	0	0	0
ENSG00000242216	RN7SL97P	0	0	0	0	0	0
ENSG00000242220	TCP10L	0	0	0	0	0	0
ENSG00000242221	PSG2	0	2	0	12	1	4
ENSG00000242222		0	0	0	0	0	0
ENSG00000242229	RPS3AP14	0	0	0	0	0	0
ENSG00000242236	RN7SL594P	0	0	0	0	0	0
ENSG00000242241	RN7SL306P	0	0	0	0	0	0
ENSG00000242242	NECTIN3-AS1	1	4	0	0	0	0
ENSG00000242244	ATP5MC1P3	0	0	0	0	0	0
ENSG00000242246		0	0	0	0	0	0
ENSG00000242247	ARFGAP3	400	638	261	783	574	581
ENSG00000242248	RPL7AP57	0	0	0	0	0	0
ENSG00000242251	RN7SL20P	0	0	0	0	0	0
ENSG00000242252	BGLAP	0	6	0	1	0	0
ENSG00000242255	RPL39P34	0	0	0	0	0	0
ENSG00000242256	RN7SL57P	0	0	0	0	0	0
ENSG00000242258	LINC00996	0	0	0	0	0	0
ENSG00000242259	C22orf39	0	2	2	1	1	1
ENSG00000242261		0	0	0	0	0	0
ENSG00000242262		0	1	0	0	1	1
ENSG00000242265	PEG10	986	2158	1168	1214	956	1067
ENSG00000242266	RN7SL456P	0	0	0	0	0	0
ENSG00000242267	SKINT1L	3	76	0	3	2	3
ENSG00000242268	LINC02082	0	0	0	0	0	0
ENSG00000242272	AK2P2	0	0	0	0	0	0
ENSG00000242276	RPL5P3	0	0	0	0	0	0
ENSG00000242278	RPS3AP48	0	0	0	0	0	0
ENSG00000242279		0	0	0	0	0	0
ENSG00000242280	SLC16A1P1	0	0	0	0	0	0
ENSG00000242281	RN7SL159P	0	0	0	0	0	0
ENSG00000242282		0	0	0	0	0	0
ENSG00000242285	RPL6P8	0	0	0	0	0	0
ENSG00000242288	BMS1P4-AGAP5	0	1	0	0	0	0
ENSG00000242290	ZBTB20-AS5	0	0	0	0	0	0
ENSG00000242291	RPL36AP51	0	0	0	0	0	0
ENSG00000242292		0	0	0	0	0	0
ENSG00000242293	RPS29P1	0	0	0	0	0	0
ENSG00000242294	STAG3L5P	0	0	0	0	0	0
ENSG00000242295		0	0	0	0	0	0
ENSG00000242296	DEFB109A	0	0	0	0	0	0
ENSG00000242299		20	71	12	41	29	17
ENSG00000242307	RPS26P52	0	0	0	0	0	0
ENSG00000242308		0	0	0	0	0	0
ENSG00000242314	RPL12P32	0	0	0	0	0	0
ENSG00000242315	RN7SL685P	0	0	0	0	0	0
ENSG00000242317		0	0	0	0	0	0
ENSG00000242318		0	0	0	0	0	0
ENSG00000242320	RPL21P126	0	0	0	0	0	0
ENSG00000242321	RPL23AP40	0	0	0	0	0	0
ENSG00000242324		0	0	0	0	0	0
ENSG00000242325	RPS12P31	0	0	0	1	0	0
ENSG00000242326	MCUR1P2	0	0	0	0	0	0
ENSG00000242327		0	0	0	0	0	0
ENSG00000242329		0	0	0	0	0	0
ENSG00000242330	RN7SL683P	0	0	0	0	0	0
ENSG00000242337	INHCAP	0	0	0	0	0	0
ENSG00000242338	BMS1P4	0	0	0	0	0	0
ENSG00000242339	LINC02025	0	0	0	0	0	0
ENSG00000242341	RN7SL646P	0	1	0	0	0	0
ENSG00000242348	RN7SL561P	0	0	0	0	0	0
ENSG00000242352	FAM91A3P	0	0	0	0	0	0
ENSG00000242353	RPL12P30	0	0	0	0	0	0
ENSG00000242358	RPS21P4	0	0	0	0	0	0
ENSG00000242360	RN7SL272P	0	0	0	0	0	0
ENSG00000242362	CT47A2	0	0	0	0	0	0
ENSG00000242364		0	0	0	0	0	0
ENSG00000242365	NDUFA5P5	0	0	0	0	0	0
ENSG00000242366	UGT1A8	0	0	0	0	0	0
ENSG00000242370	KCNAB1-AS1	0	0	0	0	0	0
ENSG00000242371	IGKV1-39	0	0	0	0	0	0
ENSG00000242372	EIF6	4410	6096	2968	7024	5906	7864
ENSG00000242375		0	0	0	0	0	0
ENSG00000242381	RN7SL741P	0	0	0	0	0	0
ENSG00000242385	LINC00901	0	0	0	0	0	0
ENSG00000242387	H2AC3P	0	0	0	0	0	0
ENSG00000242389	RBMY1E	0	0	0	0	0	0
ENSG00000242390	RPL6P9	0	0	0	0	0	0
ENSG00000242391		0	0	0	0	0	0
ENSG00000242393		0	0	0	0	0	0
ENSG00000242396		0	0	0	0	0	0
ENSG00000242398	RN7SL800P	0	0	0	0	0	0
ENSG00000242399	RPS20P23	0	0	0	0	0	0
ENSG00000242405		0	0	0	0	0	0
ENSG00000242407		0	0	0	0	0	0
ENSG00000242411		0	0	0	0	0	0
ENSG00000242412	DBIL5P2	0	7	1	1	2	0
ENSG00000242417	RPL18P1	0	0	0	0	0	0
ENSG00000242419	PCDHGC4	0	0	0	1	0	0
ENSG00000242423	RPL12P36	0	0	0	0	0	0
ENSG00000242428	CFAP20DC-AS1	0	0	0	0	0	0
ENSG00000242430	RN7SL274P	0	0	0	0	0	0
ENSG00000242431		0	0	0	0	0	0
ENSG00000242435	UPK3BP1	0	0	0	0	0	0
ENSG00000242436	RN7SL789P	0	0	0	0	0	0
ENSG00000242439		0	0	0	0	0	0
ENSG00000242440	LINC02046	0	0	0	0	0	0
ENSG00000242441	GTF2A1L	0	0	0	0	0	0
ENSG00000242444		0	0	0	0	0	0
ENSG00000242445	RPL7AP11	0	2	0	0	0	0
ENSG00000242456	MTCO3P38	0	0	0	0	0	0
ENSG00000242457	RBBP4P2	0	1	2	1	0	0
ENSG00000242461	RPS15AP32	0	0	0	0	0	0
ENSG00000242472	IGHJ5	0	0	0	0	0	0
ENSG00000242473	KIR2DP1	0	0	0	0	0	0
ENSG00000242474		0	0	0	0	0	0
ENSG00000242477		0	0	0	0	0	0
ENSG00000242479		0	0	0	0	0	0
ENSG00000242482	RN7SL392P	0	0	0	0	0	0
ENSG00000242483	RN7SL293P	0	0	0	0	0	0
ENSG00000242485	MRPL20	1967	3399	1518	3760	3032	3241
ENSG00000242488		0	0	0	0	0	0
ENSG00000242493	RN7SL37P	0	0	0	0	0	0
ENSG00000242498	ARPIN	2	3	0	1	0	6
ENSG00000242507		0	0	0	0	0	0
ENSG00000242509	RN7SL156P	0	1	0	0	0	0
ENSG00000242510	NDUFB4P1	0	0	0	0	0	0
ENSG00000242512	LINC01206	0	10	1	1	2	6
ENSG00000242515	UGT1A10	0	0	0	0	0	0
ENSG00000242516	LINC00960	5	43	7	102	81	83
ENSG00000242520	MAGEA5	0	0	0	0	0	0
ENSG00000242522	KLHL6-AS1	0	1	0	0	0	0
ENSG00000242524	OR2U2P	0	0	0	0	0	0
ENSG00000242525	OR7E100P	0	0	0	0	0	0
ENSG00000242527		0	0	0	0	0	0
ENSG00000242529	AHCYP8	0	0	0	0	0	0
ENSG00000242531		0	0	0	0	0	0
ENSG00000242534	IGKV2D-28	0	0	0	0	0	0
ENSG00000242536		0	0	0	0	0	0
ENSG00000242537	MRE11P1	0	0	0	0	0	0
ENSG00000242539		0	0	0	0	0	0
ENSG00000242540		0	0	0	0	0	0
ENSG00000242545		0	0	0	0	0	0
ENSG00000242547	RN7SL169P	0	0	0	0	0	0
ENSG00000242550	SERPINB10	0	0	0	0	1	0
ENSG00000242551	POU5F1P6	0	0	0	0	0	0
ENSG00000242552	MRPL42P4	0	0	0	0	0	0
ENSG00000242553		0	0	0	0	0	0
ENSG00000242559	RN7SL144P	0	0	0	0	0	0
ENSG00000242560	RN7SL797P	0	0	0	0	0	0
ENSG00000242561	ATP5MGP5	0	0	0	0	0	0
ENSG00000242562	DCAF13P1	0	0	0	0	0	0
ENSG00000242565	RN7SL372P	0	0	0	0	0	0
ENSG00000242568		0	0	0	0	0	0
ENSG00000242571	RPL21P11	1	4	1	12	4	2
ENSG00000242573	ACTR3P3	0	0	0	0	0	0
ENSG00000242574	HLA-DMB	0	0	0	0	0	0
ENSG00000242575	TUBAP13	0	0	0	0	0	0
ENSG00000242578		0	0	0	0	0	0
ENSG00000242580	IGKV1D-43	0	0	0	0	0	0
ENSG00000242583	KMT5AP3	0	0	0	0	0	0
ENSG00000242586		0	0	0	0	0	0
ENSG00000242588		389	771	279	878	623	771
ENSG00000242590		0	0	0	0	0	0
ENSG00000242593		0	0	0	0	0	0
ENSG00000242595	RPL26P26	0	0	0	0	0	0
ENSG00000242598	MED28P8	0	0	0	0	0	0
ENSG00000242599	CSAG4	1	2	1	4	1	1
ENSG00000242600	MBL1P	0	0	0	0	0	0
ENSG00000242602	RPL35AP13	0	0	0	0	0	0
ENSG00000242607	RPS3AP34	0	0	0	0	0	0
ENSG00000242608	RPS23P5	0	0	0	0	0	0
ENSG00000242609	CCDC137P	0	0	0	0	0	0
ENSG00000242610	OR5BH1P	0	0	0	0	0	0
ENSG00000242611		0	0	0	0	0	0
ENSG00000242612	DECR2	217	241	158	295	285	312
ENSG00000242613		0	0	0	0	0	0
ENSG00000242614	RN7SL164P	0	0	0	0	0	0
ENSG00000242615		0	0	0	0	0	1
ENSG00000242616	GNG10	1467	1881	952	2694	2474	2322
ENSG00000242618		0	0	0	0	0	0
ENSG00000242622		0	0	0	0	1	0
ENSG00000242628		0	0	0	0	0	0
ENSG00000242634	RPS24P16	0	0	0	0	0	0
ENSG00000242635	RPS14P7	0	0	0	0	0	0
ENSG00000242636	RPL21P129	0	18	0	0	0	0
ENSG00000242638	RN7SL294P	0	0	0	0	0	0
ENSG00000242640	RPS29P11	0	0	0	0	0	0
ENSG00000242641	LINC00971	4	19	2	5	6	3
ENSG00000242650	RN7SL292P	0	0	0	0	0	0
ENSG00000242651	RN7SL862P	0	0	0	0	0	0
ENSG00000242653	RN7SL132P	0	0	0	0	0	0
ENSG00000242654	RPL32P14	0	0	0	0	0	0
ENSG00000242657	RN7SL581P	0	0	0	0	0	0
ENSG00000242659		0	0	0	0	0	0
ENSG00000242660		0	0	0	0	0	0
ENSG00000242661	RPS3AP43	0	0	0	0	0	0
ENSG00000242667		1	36	0	0	0	0
ENSG00000242668	RN7SL317P	0	0	0	0	0	0
ENSG00000242670	RPL22P13	0	0	0	0	0	0
ENSG00000242671	LINC02010	0	1	0	0	0	0
ENSG00000242673	RN7SL167P	0	0	0	0	0	0
ENSG00000242675	RPS16P9	0	0	0	0	0	0
ENSG00000242683	RPL12P21	0	0	0	1	0	0
ENSG00000242686	PDE6B-AS1	0	0	0	0	0	0
ENSG00000242688	RN7SL304P	0	0	0	0	0	0
ENSG00000242689	CNTF	0	0	0	0	0	0
ENSG00000242692	RPS27AP1	0	0	0	0	0	0
ENSG00000242696	RN7SL40P	0	0	0	0	0	0
ENSG00000242697	RPL5P12	0	0	0	0	0	0
ENSG00000242699	RN7SL516P	0	0	0	0	0	0
ENSG00000242703	CCT4P1	0	0	0	0	0	0
ENSG00000242705	ICE2P2	0	0	0	0	0	0
ENSG00000242706	RPS27AP9	0	0	0	0	0	0
ENSG00000242707	RN7SL362P	0	0	0	0	0	0
ENSG00000242709	RPL30P9	0	0	0	0	0	0
ENSG00000242715	CCDC169	17	27	13	16	14	15
ENSG00000242719	RN7SL806P	0	0	0	0	0	0
ENSG00000242727		0	0	0	0	0	0
ENSG00000242728	UQCRHP4	0	0	0	0	0	0
ENSG00000242729		0	0	0	0	0	0
ENSG00000242731	FAM86LP	0	0	0	0	0	0
ENSG00000242732	RTL5	13	21	15	45	39	44
ENSG00000242735	RPSAP26	0	0	0	0	0	0
ENSG00000242736	TRBV1	0	0	0	0	0	0
ENSG00000242737		0	0	0	0	0	0
ENSG00000242741	LINC02005	0	0	0	0	0	0
ENSG00000242747		1	2	0	0	0	1
ENSG00000242748	RPL23AP81	0	0	0	0	0	0
ENSG00000242752	NMTRQ-TTG12-1	0	0	0	0	0	0
ENSG00000242753		0	0	0	0	0	0
ENSG00000242756	RHOT1P3	0	0	0	0	0	0
ENSG00000242757		0	0	0	0	0	0
ENSG00000242759	LINC00882	1	6	0	11	7	4
ENSG00000242764	RN7SL824P	0	0	0	0	0	0
ENSG00000242766	IGKV1D-17	0	0	0	0	0	0
ENSG00000242767	ZBTB20-AS4	0	0	0	0	0	0
ENSG00000242768		0	0	0	0	0	0
ENSG00000242769	RN7SL432P	0	0	0	0	0	0
ENSG00000242770	CD200R1L-AS1	0	0	0	0	0	0
ENSG00000242771	TRBV5-2	0	0	0	0	0	0
ENSG00000242775		0	0	0	0	0	0
ENSG00000242779	ZNF702P	0	2	0	0	5	5
ENSG00000242781	LINC02050	0	0	0	0	0	0
ENSG00000242790		0	0	0	0	0	0
ENSG00000242791		0	0	0	0	0	0
ENSG00000242793		0	0	0	0	0	0
ENSG00000242794	RN7SL299P	0	0	0	0	0	0
ENSG00000242795		0	0	0	0	0	0
ENSG00000242797	GLYCTK-AS1	0	0	0	0	0	0
ENSG00000242798		0	0	0	0	0	0
ENSG00000242802	AP5Z1	37	65	9	116	107	260
ENSG00000242807	RPL26P31	0	0	0	0	0	0
ENSG00000242808	SOX2-OT	0	0	0	0	0	0
ENSG00000242810	MRPL42P6	0	0	0	0	0	0
ENSG00000242811	RN7SL229P	0	0	0	0	0	0
ENSG00000242814		0	0	0	0	0	0
ENSG00000242816		0	0	0	0	0	0
ENSG00000242818	RN7SL846P	0	0	0	0	0	0
ENSG00000242828		0	0	0	0	0	0
ENSG00000242829	RPS26P21	0	0	0	0	0	0
ENSG00000242834	RPL7AP56	0	19	0	0	0	0
ENSG00000242836	MTCO3P35	0	0	0	0	0	0
ENSG00000242837	RPL21P13	0	0	0	0	0	0
ENSG00000242841	KRT8P35	0	0	0	0	0	0
ENSG00000242849	ALDOAP1	0	0	0	0	0	0
ENSG00000242850	RPL23AP68	0	0	0	0	0	0
ENSG00000242852	ZNF709	0	0	0	0	0	0
ENSG00000242853	RN7SL749P	0	0	0	0	0	0
ENSG00000242854	DNM1P24	0	0	0	0	0	0
ENSG00000242855	RN7SL496P	0	0	0	0	0	0
ENSG00000242856	VN1R105P	0	0	0	0	0	0
ENSG00000242858		0	0	0	0	0	0
ENSG00000242860	RN7SL180P	0	0	0	0	0	0
ENSG00000242861		0	0	0	0	0	0
ENSG00000242863	RN7SL677P	0	0	0	0	0	0
ENSG00000242865	RN7SL244P	0	0	0	0	0	0
ENSG00000242866	STRC	0	10	0	0	0	0
ENSG00000242875	RBMY1B	0	0	0	0	0	0
